team1_Hero_1_Name,team1_Hero_2_Name,team1_Hero_3_Name,team1_Hero_4_Name,team1_Hero_5_Name,team1_Hero_1_Role,team1_Hero_2_Role,team1_Hero_3_Role,team1_Hero_4_Role,team1_Hero_5_Role,team1_Hero_1_Win_Rate,team1_Hero_2_Win_Rate,team1_Hero_3_Win_Rate,team1_Hero_4_Win_Rate,team1_Hero_5_Win_Rate,team1_Hero_1_Popularity,team1_Hero_2_Popularity,team1_Hero_3_Popularity,team1_Hero_4_Popularity,team1_Hero_5_Popularity,team1_Hero_1_Ban_Rate,team1_Hero_2_Ban_Rate,team1_Hero_3_Ban_Rate,team1_Hero_4_Ban_Rate,team1_Hero_5_Ban_Rate,team1_Hero_1_Scaling_Rating,team1_Hero_2_Scaling_Rating,team1_Hero_3_Scaling_Rating,team1_Hero_4_Scaling_Rating,team1_Hero_5_Scaling_Rating,team1_Hero_1_Cooldown_Rating,team1_Hero_2_Cooldown_Rating,team1_Hero_3_Cooldown_Rating,team1_Hero_4_Cooldown_Rating,team1_Hero_5_Cooldown_Rating,team1_Hero_1_Item_Dependency_Rating,team1_Hero_2_Item_Dependency_Rating,team1_Hero_3_Item_Dependency_Rating,team1_Hero_4_Item_Dependency_Rating,team1_Hero_5_Item_Dependency_Rating,team1_Hero_1_Mobility_Rating,team1_Hero_2_Mobility_Rating,team1_Hero_3_Mobility_Rating,team1_Hero_4_Mobility_Rating,team1_Hero_5_Mobility_Rating,team1_Hero_1_Crowd_Control_Rating,team1_Hero_2_Crowd_Control_Rating,team1_Hero_3_Crowd_Control_Rating,team1_Hero_4_Crowd_Control_Rating,team1_Hero_5_Crowd_Control_Rating,team1_Hero_1_Base_Stats_Growth_Rating,team1_Hero_2_Base_Stats_Growth_Rating,team1_Hero_3_Base_Stats_Growth_Rating,team1_Hero_4_Base_Stats_Growth_Rating,team1_Hero_5_Base_Stats_Growth_Rating,team1_Hero_1_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_2_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_3_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_4_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_5_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_1_Ultimate_Impact_Rating_Early_Game,team1_Hero_2_Ultimate_Impact_Rating_Early_Game,team1_Hero_3_Ultimate_Impact_Rating_Early_Game,team1_Hero_4_Ultimate_Impact_Rating_Early_Game,team1_Hero_5_Ultimate_Impact_Rating_Early_Game,team1_Hero_1_Ultimate_Impact_Rating_Late_Game,team1_Hero_2_Ultimate_Impact_Rating_Late_Game,team1_Hero_3_Ultimate_Impact_Rating_Late_Game,team1_Hero_4_Ultimate_Impact_Rating_Late_Game,team1_Hero_5_Ultimate_Impact_Rating_Late_Game,team1_Hero_1_Ultimate_Impact_Rating_Mid_Game,team1_Hero_2_Ultimate_Impact_Rating_Mid_Game,team1_Hero_3_Ultimate_Impact_Rating_Mid_Game,team1_Hero_4_Ultimate_Impact_Rating_Mid_Game,team1_Hero_5_Ultimate_Impact_Rating_Mid_Game,team1_Hero_1_Ultimate_Impact_Rating_Support,team1_Hero_2_Ultimate_Impact_Rating_Support,team1_Hero_3_Ultimate_Impact_Rating_Support,team1_Hero_4_Ultimate_Impact_Rating_Support,team1_Hero_5_Ultimate_Impact_Rating_Support,team1_Hero_1_Strength_Rating,team1_Hero_2_Strength_Rating,team1_Hero_3_Strength_Rating,team1_Hero_4_Strength_Rating,team1_Hero_5_Strength_Rating,team2_Hero_1_Name,team2_Hero_2_Name,team2_Hero_3_Name,team2_Hero_4_Name,team2_Hero_5_Name,team2_Hero_1_Role,team2_Hero_2_Role,team2_Hero_3_Role,team2_Hero_4_Role,team2_Hero_5_Role,team2_Hero_1_Win_Rate,team2_Hero_2_Win_Rate,team2_Hero_3_Win_Rate,team2_Hero_4_Win_Rate,team2_Hero_5_Win_Rate,team2_Hero_1_Popularity,team2_Hero_2_Popularity,team2_Hero_3_Popularity,team2_Hero_4_Popularity,team2_Hero_5_Popularity,team2_Hero_1_Ban_Rate,team2_Hero_2_Ban_Rate,team2_Hero_3_Ban_Rate,team2_Hero_4_Ban_Rate,team2_Hero_5_Ban_Rate,team2_Hero_1_Scaling_Rating,team2_Hero_2_Scaling_Rating,team2_Hero_3_Scaling_Rating,team2_Hero_4_Scaling_Rating,team2_Hero_5_Scaling_Rating,team2_Hero_1_Cooldown_Rating,team2_Hero_2_Cooldown_Rating,team2_Hero_3_Cooldown_Rating,team2_Hero_4_Cooldown_Rating,team2_Hero_5_Cooldown_Rating,team2_Hero_1_Item_Dependency_Rating,team2_Hero_2_Item_Dependency_Rating,team2_Hero_3_Item_Dependency_Rating,team2_Hero_4_Item_Dependency_Rating,team2_Hero_5_Item_Dependency_Rating,team2_Hero_1_Mobility_Rating,team2_Hero_2_Mobility_Rating,team2_Hero_3_Mobility_Rating,team2_Hero_4_Mobility_Rating,team2_Hero_5_Mobility_Rating,team2_Hero_1_Crowd_Control_Rating,team2_Hero_2_Crowd_Control_Rating,team2_Hero_3_Crowd_Control_Rating,team2_Hero_4_Crowd_Control_Rating,team2_Hero_5_Crowd_Control_Rating,team2_Hero_1_Base_Stats_Growth_Rating,team2_Hero_2_Base_Stats_Growth_Rating,team2_Hero_3_Base_Stats_Growth_Rating,team2_Hero_4_Base_Stats_Growth_Rating,team2_Hero_5_Base_Stats_Growth_Rating,team2_Hero_1_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_2_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_3_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_4_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_5_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_1_Ultimate_Impact_Rating_Early_Game,team2_Hero_2_Ultimate_Impact_Rating_Early_Game,team2_Hero_3_Ultimate_Impact_Rating_Early_Game,team2_Hero_4_Ultimate_Impact_Rating_Early_Game,team2_Hero_5_Ultimate_Impact_Rating_Early_Game,team2_Hero_1_Ultimate_Impact_Rating_Late_Game,team2_Hero_2_Ultimate_Impact_Rating_Late_Game,team2_Hero_3_Ultimate_Impact_Rating_Late_Game,team2_Hero_4_Ultimate_Impact_Rating_Late_Game,team2_Hero_5_Ultimate_Impact_Rating_Late_Game,team2_Hero_1_Ultimate_Impact_Rating_Mid_Game,team2_Hero_2_Ultimate_Impact_Rating_Mid_Game,team2_Hero_3_Ultimate_Impact_Rating_Mid_Game,team2_Hero_4_Ultimate_Impact_Rating_Mid_Game,team2_Hero_5_Ultimate_Impact_Rating_Mid_Game,team2_Hero_1_Ultimate_Impact_Rating_Support,team2_Hero_2_Ultimate_Impact_Rating_Support,team2_Hero_3_Ultimate_Impact_Rating_Support,team2_Hero_4_Ultimate_Impact_Rating_Support,team2_Hero_5_Ultimate_Impact_Rating_Support,team2_Hero_1_Strength_Rating,team2_Hero_2_Strength_Rating,team2_Hero_3_Strength_Rating,team2_Hero_4_Strength_Rating,team2_Hero_5_Strength_Rating,Persentase_Kemenangan_Tim_1,Persentase_Kemenangan_Tim_2,result
Alpha,Gatotkaca,Nana,Claude,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,46.57,52.56,43.72,46.44,49.64,0.93,1.76,0.46,0.62,1.27,0.16,1.06,0.2,0.04,0.92,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.29,56.47,50.74,33.14,45.68,Hilda,Edith,Valentina,Yi Sun-shin,Helcurt,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.76,50.72,45.89,46.64,50.86,0.5,0.26,0.53,1.37,0.3,0.27,0.04,0.28,7.37,0.26,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.55,35.82,37.09,46.43,36.28,48.55375709251245,51.44624290748755,Kalah
Alucard,Baxia,Luo Yi,Granger,Hayabusa,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,53.44,50.8,49.59,43.91,51.54,0.63,0.05,0.45,3.31,1.65,0.28,0.02,0.16,20.91,70.28,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.36,28.74,39.39,66.36,51.99,Badang,Gloo,Aurora,Popol and Kupa,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,52.24,51.3,48.73,55.45,42.57,2.68,1.27,0.42,0.37,0.45,23.6,48.94,0.03,0.28,0.08,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.83,50.98,41.82,43.36,30.28,49.56555319559761,50.4344468044024,Kalah
Thamuz,Faramis,Cyclops,Karrie,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,45.57,54.85,50.14,47.43,49.64,0.17,0.22,0.36,0.68,1.27,0.02,0.11,0.05,0.22,0.92,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.37,38.67,46.65,34.05,45.68,Bane,Barats,Vale,Clint,Saber,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.91,48.25,48.49,50.02,49.16,0.27,0.11,0.24,1.47,0.31,0.04,0.03,0.02,1.12,2.75,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.98,40.58,39.95,52.82,36.12,44.814877597703756,55.18512240229625,Kalah
Bane,Johnson,Odette,Hanabi,Aamon,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.91,47.19,50.6,46.9,50.65,0.27,0.43,0.3,0.4,0.2,0.04,0.2,0.03,0.12,0.09,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.98,41.48,51.18,41.08,35.2,Chou,Baxia,Nana,Karrie,Saber,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,46.76,50.8,43.72,47.43,49.16,1.45,0.05,0.46,0.68,0.31,0.51,0.02,0.2,0.22,2.75,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.58,28.74,50.74,34.05,36.12,47.8202092062244,52.1797907937756,Kalah
Ruby,Floryn,Lunox,Ixia,Gusion,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,49.43,58.82,50.16,50.93,45.71,0.82,1.43,0.65,0.33,0.31,0.1,82.78,0.09,0.11,0.07,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.04,58.22,34.56,41.59,29.82,Dyrroth,Uranus,Chang'e,Clint,Aamon,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,45.06,47.33,48.67,50.02,50.65,0.28,0.14,1.0,1.47,0.2,0.04,0.02,0.23,1.12,0.09,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.32,23.6,52.62,52.82,35.2,51.37654061104369,48.623459388956306,Menang
Fredrinn,Rafaela,Cyclops,Kimmy,Aamon,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,52.82,48.91,50.14,47.56,50.65,1.27,0.18,0.36,1.64,0.2,6.59,0.09,0.05,12.28,0.09,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,39.2,44.48,46.65,49.9,35.2,X.Borg,Barats,Aurora,Miya,Karina,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,47.43,48.25,48.73,49.61,46.94,0.57,0.11,0.42,0.56,0.45,0.11,0.03,0.03,0.37,0.87,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.94,40.58,41.82,43.52,31.67,52.572016460905346,47.427983539094654,Menang
Badang,Johnson,Eudora,Melissa,Fanny,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,52.24,47.19,49.87,53.4,46.55,2.68,0.43,0.45,0.62,1.12,23.6,0.2,0.61,1.46,78.34,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.83,41.48,52.52,45.37,46.0,Argus,Belerick,Pharsa,Yi Sun-shin,Hanzo,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.01,47.98,50.79,46.64,48.06,0.46,0.8,1.09,1.37,0.82,1.53,0.62,0.28,7.37,59.41,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.06,45.46,44.16,46.43,41.56,54.79079221222183,45.20920778777817,Menang
Masha,Chip,Xavier,Popol and Kupa,Fanny,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,54.63,53.14,52.97,55.45,46.55,0.25,0.5,1.58,0.37,1.12,0.22,20.96,0.28,0.28,78.34,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.91,41.04,54.72,43.36,46.0,Zilong,Grock,Zhuxin,Irithel,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.99,46.42,49.6,56.47,42.57,0.53,0.09,1.21,2.09,0.45,0.28,0.02,34.61,1.81,0.08,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.02,37.83,38.44,56.02,30.28,53.1305699008272,46.869430099172796,Menang
Argus,Faramis,Xavier,Wanwan,Hanzo,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.01,54.85,52.97,56.31,48.06,0.46,0.22,1.58,0.73,0.82,1.53,0.11,0.28,2.19,59.41,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.06,38.67,54.72,37.41,41.56,Martis,Chip,Harith,Layla,Karina,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,45.72,53.14,50.93,48.9,46.94,0.24,0.5,1.33,0.83,0.45,0.04,20.96,6.49,0.64,0.87,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.12,41.04,44.23,46.03,31.67,52.59837976499575,47.401620235004245,Menang
Terizla,Khufra,Zhask,Natan,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.65,50.18,51.91,51.27,49.64,0.33,0.62,0.36,1.51,1.27,0.03,0.28,0.07,4.8,0.92,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.9,44.28,47.18,50.96,45.68,Hilda,Chip,Valir,Claude,Aamon,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.76,53.14,48.85,46.44,50.65,0.5,0.5,0.73,0.62,0.2,0.27,20.96,0.66,0.04,0.09,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.55,41.04,40.02,33.14,35.2,56.06042862161846,43.93957137838154,Menang
Argus,Floryn,Novaria,Popol and Kupa,Nolan,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.01,58.82,51.18,55.45,48.27,0.46,1.43,1.24,0.37,0.34,1.53,82.78,0.7,0.28,0.17,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.06,58.22,52.82,43.36,32.9,Cici,Rafaela,Chang'e,Granger,Natalia,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.64,48.91,48.67,43.91,49.34,1.82,0.18,1.0,3.31,0.12,1.91,0.09,0.23,20.91,0.13,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.58,44.48,52.62,66.36,34.01,47.64490135766534,52.35509864233466,Kalah
Silvanna,Gloo,Valir,Yi Sun-shin,Karina,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,47.03,51.3,48.85,46.64,46.94,0.14,1.27,0.73,1.37,0.45,0.02,48.94,0.66,7.37,0.87,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.51,50.98,40.02,46.43,31.67,Fredrinn,Kalea,Lunox,Claude,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,52.82,55.77,50.16,46.44,42.57,1.27,0.79,0.65,0.62,0.45,6.59,97.54,0.09,0.04,0.08,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.2,57.39,34.56,33.14,30.28,53.69206084123319,46.3079391587668,Menang
Paquito,Franco,Yve,Kimmy,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,42.92,45.74,51.9,47.56,49.64,0.17,1.72,0.18,1.64,1.27,0.02,3.51,0.04,12.28,0.92,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.58,39.27,35.37,49.9,45.68,Phoveus,Akai,Alice,Miya,Nolan,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,52.84,48.99,53.88,49.61,48.27,1.68,0.32,0.39,0.56,0.34,5.31,0.08,1.38,0.37,0.17,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.18,35.91,38.2,43.52,32.9,49.20433363450628,50.795666365493716,Kalah
Sun,Diggie,Zhask,Ixia,Harley,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.25,55.58,51.91,50.93,48.74,0.67,0.2,0.36,0.33,0.28,0.83,1.21,0.07,0.11,0.19,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,49.86,41.79,47.18,41.59,30.44,Julian,Floryn,Zhuxin,Wanwan,Joy,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.35,58.82,49.6,56.31,51.91,1.43,1.43,1.21,0.73,1.56,13.91,82.78,34.61,2.19,68.18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.1,58.22,38.44,37.41,50.99,46.53424844325258,53.46575155674742,Kalah
Thamuz,Diggie,Kadita,Popol and Kupa,Aamon,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,45.57,55.58,51.09,55.45,50.65,0.17,0.2,0.28,0.37,0.2,0.02,1.21,0.04,0.28,0.09,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.37,41.79,36.13,43.36,35.2,Hilda,Khufra,Yve,Lesley,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.76,50.18,51.9,41.59,49.64,0.5,0.62,0.18,0.34,1.27,0.27,0.28,0.04,0.06,0.92,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.55,44.28,35.37,33.88,45.68,46.24632177259122,53.75367822740878,Kalah
Minsitthar,Chip,Eudora,Miya,Fanny,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.92,53.14,49.87,49.61,46.55,0.41,0.5,0.45,0.56,1.12,0.39,20.96,0.61,0.37,78.34,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.81,41.04,52.52,43.52,46.0,Paquito,Gloo,Pharsa,Melissa,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,42.92,51.3,50.79,53.4,49.64,0.17,1.27,1.09,0.62,1.27,0.02,48.94,0.28,1.46,0.92,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.58,50.98,44.16,45.37,45.68,52.06540959003848,47.934590409961515,Menang
Aulus,Gatotkaca,Chang'e,Bruno,Joy,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,49.74,52.56,48.67,50.86,51.91,0.06,1.76,1.0,0.36,1.56,0.03,1.06,0.23,0.04,68.18,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.52,56.47,52.62,41.86,50.99,Silvanna,Edith,Valir,Layla,Gusion,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,47.03,50.72,48.85,48.9,45.71,0.14,0.26,0.73,0.83,0.31,0.02,0.04,0.66,0.64,0.07,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.51,35.82,40.02,46.03,29.82,58.657362775252885,41.342637224747115,Menang
